,range,angle
719,0.91625,0.7957609999999999
720,0.92225,0.787853
721,0.92925,0.779671
722,0.93825,0.772035
723,0.94425,0.764127
724,0.95225,0.755946
725,0.96025,0.74831
726,0.96925,0.740402
727,0.97725,0.73222
728,0.98625,0.724312
729,0.99525,0.716676
730,1.00425,0.70904
731,1.01325,0.700859
732,1.02325,0.6932229999999999
733,1.03125,0.685314
734,1.04125,0.6774060000000001
735,1.05225,0.669497
736,1.06225,0.661862
737,1.07225,0.653953
738,1.08325,0.645772
739,1.09425,0.6381359999999999
740,1.10425,0.6302270000000001
741,1.11625,0.622592
742,1.12825,0.61441
743,1.14125,0.606775
744,1.15425,0.598866
745,1.16525,0.590685
746,1.18025,0.5830489999999999
747,1.19325,0.57514
748,1.20825,0.567505
749,1.237,0.559596
750,0.0,0.429787
751,0.0,0.552233
752,2.45925,0.544325
753,2.45025,0.536143
754,2.43525,0.527962
755,2.42625,0.520054
756,2.41625,0.5116
757,2.40525,0.503691
758,2.39825,0.49551000000000006
759,2.38325,0.48760200000000004
760,2.37625,0.47941999999999996
761,2.36425,0.471239
762,2.35725,0.46333100000000005
763,2.34625,0.454876
764,2.33825,0.44696800000000003
765,2.32825,0.438787
766,2.31825,0.430878
767,2.31025,0.42269700000000004
768,2.30125,0.414516
769,2.29425,0.406335
770,2.28625,0.398426
771,2.27925,0.389972
772,2.26925,0.381791
773,2.26425,0.373609
774,2.25525,0.365701
775,2.24725,0.35752
776,2.24025,0.34933800000000004
777,2.23425,0.34115700000000004
